,title,artist,year,views,url
6376,2U Cover,Jung Kook (),2017,315902,https://genius.com/Jung-Kook-2U-Cover-lyrics
6377,Radio Ga Ga,Queen,1984,597782,https://genius.com/Queen-Radio-Ga-Ga-lyrics
6378,Nobody Likes Me Guess Ill Go Eat Worms,Children Songs,2017,228381,https://genius.com/Children-Songs-Nobody-Likes-Me-Guess-Ill-Go-Eat-Worms-lyrics
6379,​traitor,Olivia Rodrigo,2021,1108131,https://genius.com/Olivia-Rodrigo-​traitor-lyrics
6380,White Wedding,Billy Idol,1982,213947,https://genius.com/Billy-Idol-White-Wedding-lyrics
6381,Better Man,Little Big Town,2016,328650,https://genius.com/Little-Big-Town-Better-Man-lyrics
6382,SLS,PARTYNEXTDOOR,2014,235978,https://genius.com/PARTYNEXTDOOR-SLS-lyrics
6383,5 Star,Lil Wayne,2017,298653,https://genius.com/Lil-Wayne-5-Star-lyrics
6384,Hang in There Baby,Bridgit Mendler,2010,275823,https://genius.com/Bridgit-Mendler-Hang-in-There-Baby-lyrics
6385,Stir Fry,Migos,2017,1345699,https://genius.com/Migos-Stir-Fry-lyrics
6386,Yoga,Janelle Mone & Jidenna,2015,237516,https://genius.com/Janelle-Mone-Jidenna-Yoga-lyrics
6387,Frank Oceans Open Letter on Tumblr,Frank Ocean,2013,477185,https://genius.com/Frank-Ocean-Frank-Oceans-Open-Letter-on-Tumblr-lyrics
6388,SISTER/NATION,BROCKHAMPTON,2017,338733,https://genius.com/BROCKHAMPTON-SISTERNATION-lyrics
6389,Meditate,EARTHGANG,2017,240418,https://genius.com/EARTHGANG-Meditate-lyrics
6390,SLOW DANCING IN THE DARK,Joji,2018,2665338,https://genius.com/Joji-SLOW-DANCING-IN-THE-DARK-lyrics
6391,The True Ending Speech FNAF 6,Scott Cawthon,2017,523472,https://genius.com/Scott-Cawthon-The-True-Ending-Speech-FNAF-6-lyrics
6392,Verbal Intercourse,Raekwon,1995,188895,https://genius.com/Raekwon-Verbal-Intercourse-lyrics
6393,The Zone,The Weeknd,2011,1224070,https://genius.com/The-Weeknd-The-Zone-lyrics
6394,Nice to Meet Ya,Meghan Trainor,2020,194080,https://genius.com/Meghan-Trainor-Nice-to-Meet-Ya-lyrics
6395,Periodic Table,Todd Beard,2013,775890,https://genius.com/Todd-Beard-Periodic-Table-lyrics
6396,Swervin,A Boogie wit da Hoodie,2018,590421,https://genius.com/A-Boogie-wit-da-Hoodie-Swervin-lyrics
6397,Cant Tell Me Nothing,Kanye West,2007,1825243,https://genius.com/Kanye-West-Cant-Tell-Me-Nothing-lyrics
6398,Help,Pink Guy,2017,250176,https://genius.com/Pink-Guy-Help-lyrics
6399,Thotiana Cardi B Remix,Blueface,2019,1257992,https://genius.com/Blueface-Thotiana-Cardi-B-Remix-lyrics
6400,Hey There Delilah,Plain White T's,2006,843711,https://genius.com/Plain-White-Ts-Hey-There-Delilah-lyrics
6401,Overnight Celebrity,Twista,2004,195210,https://genius.com/Twista-Overnight-Celebrity-lyrics
6402,Feel the Love,KIDS SEE GHOSTS,2018,606563,https://genius.com/KIDS-SEE-GHOSTS-Feel-the-Love-lyrics
6403,Im Done.,$UICIDEBOY$,2017,222897,https://genius.com/UICIDEBOY-Im-Done-lyrics
6404,Chandelier,Sia,2014,1959985,https://genius.com/Sia-Chandelier-lyrics
6405,Hold Me Down,Halsey,2015,371381,https://genius.com/Halsey-Hold-Me-Down-lyrics
6406,Robbery,Juice WRLD,2019,1487174,https://genius.com/Juice-WRLD-Robbery-lyrics
6407,The Monster,Eminem,2013,4708911,https://genius.com/Eminem-The-Monster-lyrics
6408,Just Friends Sunny,Musiq Soulchild,2000,212926,https://genius.com/Musiq-Soulchild-Just-Friends-Sunny-lyrics
6409,Skin,Mac Miller,2016,208047,https://genius.com/Mac-Miller-Skin-lyrics
6410,Im Gone,Logic,2014,296510,https://genius.com/Logic-Im-Gone-lyrics
6411,​Death Enclaimed,YoungBoy Never Broke Again,2020,201989,https://genius.com/YoungBoy-Never-Broke-Again-​Death-Enclaimed-lyrics
6412,​​breathin,Ariana Grande,2018,1992922,https://genius.com/Ariana-Grande-​​breathin-lyrics
6413,Fuck Up Some Commas,Future,2014,1153707,https://genius.com/Future-Fuck-Up-Some-Commas-lyrics
6414,Testimony,Kodak Black,2018,252856,https://genius.com/Kodak-Black-Testimony-lyrics
6415,On My Mind,Jorja Smith,2017,303820,https://genius.com/Jorja-Smith-On-My-Mind-lyrics
6416,Ruthless,Lil Tjay,2019,261600,https://genius.com/Lil-Tjay-Ruthless-lyrics
6417,High Hopes,Pink Floyd,1994,203669,https://genius.com/Pink-Floyd-High-Hopes-lyrics
6418,The Way You Look Tonight,Frank Sinatra,1964,188118,https://genius.com/Frank-Sinatra-The-Way-You-Look-Tonight-lyrics
6419,Invincible,Pop Smoke,2020,295838,https://genius.com/Pop-Smoke-Invincible-lyrics
6420,Dying,Cold Hart,2016,253409,https://genius.com/Cold-Hart-Dying-lyrics
6421,The Devil Is a Lie,Rick Ross,2013,787235,https://genius.com/Rick-Ross-The-Devil-Is-a-Lie-lyrics
6422,One Wish,Ray J,2005,244495,https://genius.com/Ray-J-One-Wish-lyrics
6423,So Much Better,Eminem,2013,835877,https://genius.com/Eminem-So-Much-Better-lyrics
6424,19-2000,Gorillaz,2001,237353,https://genius.com/Gorillaz-192000-lyrics
6425,Lover of Mine,5 Seconds of Summer,2020,282652,https://genius.com/5-Seconds-of-Summer-Lover-of-Mine-lyrics
6426,Drunk Dialing…LODT,Summer Walker,2019,218653,https://genius.com/Summer-Walker-Drunk-Dialing…LODT-lyrics
6427,Feel,Post Malone,2016,409264,https://genius.com/Post-Malone-Feel-lyrics
6428,Season,City Girls,2018,196202,https://genius.com/City-Girls-Season-lyrics
6429,So Fresh So Clean,OutKast,2001,400002,https://genius.com/OutKast-So-Fresh-So-Clean-lyrics
6430,Sin City,Chrishan,2015,222787,https://genius.com/Chrishan-Sin-City-lyrics
6431,Ridin Round,Kali Uchis,2015,207619,https://genius.com/Kali-Uchis-Ridin-Round-lyrics
6432,Arguments,DDG,2018,453913,https://genius.com/DDG-Arguments-lyrics
6433,DARE,Gorillaz,2005,341023,https://genius.com/Gorillaz-DARE-lyrics
6434,Madiba Riddim,Drake,2017,511981,https://genius.com/Drake-Madiba-Riddim-lyrics
6435,Freestyle 4,Kanye West,2016,716668,https://genius.com/Kanye-West-Freestyle-4-lyrics
6436,Sky Full of Song,Florence + the Machine,2018,208934,https://genius.com/Florence-the-Machine-Sky-Full-of-Song-lyrics
6437,Defying Gravity,Kristin Chenoweth,2003,529296,https://genius.com/Kristin-Chenoweth-Defying-Gravity-lyrics
6438,Numb,21 Savage,2017,327536,https://genius.com/21-Savage-Numb-lyrics
6439,Stoner,Young Thug,2014,781357,https://genius.com/Young-Thug-Stoner-lyrics
6440,Respect My Cryppin,Blueface,2018,589433,https://genius.com/Blueface-Respect-My-Cryppin-lyrics
6441,Passionfruit,Drake,2017,2980963,https://genius.com/Drake-Passionfruit-lyrics
6442,2 Phones,2 Phones Lyrics - Kevin Gates,2015,1041770,https://genius.com/2-Phones-Lyrics-Kevin-Gates-2-Phones-lyrics
6443,Lonely Child,YoungBoy Never Broke Again,2019,317518,https://genius.com/YoungBoy-Never-Broke-Again-Lonely-Child-lyrics
6444,Got It on Me,Pop Smoke,2020,512770,https://genius.com/Pop-Smoke-Got-It-on-Me-lyrics
6445,Englishman in New York,Sting,1987,217629,https://genius.com/Sting-Englishman-in-New-York-lyrics
6446,Cant C Me,2Pac,1996,425124,https://genius.com/2Pac-Cant-C-Me-lyrics
6447,The Times They Are A-Changin,Bob Dylan,1964,427405,https://genius.com/Bob-Dylan-The-Times-They-Are-AChangin-lyrics
6448,Simple And Clean, (Hikaru Utada),2002,282052,https://genius.com/Hikaru-Utada-Simple-And-Clean-lyrics
6449,​sweetener,Ariana Grande,2018,1170838,https://genius.com/Ariana-Grande-​sweetener-lyrics
6450,Reflektor,Arcade Fire,2013,300856,https://genius.com/Arcade-Fire-Reflektor-lyrics
6451,Mona Lisa,Lil Wayne,2018,2099452,https://genius.com/Lil-Wayne-Mona-Lisa-lyrics
6452,Thank You,Busta Rhymes,2013,236859,https://genius.com/Busta-Rhymes-Thank-You-lyrics
6453,Slide,FBG Duck,2017,380517,https://genius.com/FBG-Duck-Slide-lyrics
6454,Marmalade,Macklemore,2017,339665,https://genius.com/Macklemore-Marmalade-lyrics
6455,Alphabet Aerobics,Blackalicious,1999,1249240,https://genius.com/Blackalicious-Alphabet-Aerobics-lyrics
6456,Backseat Freestyle,Kendrick Lamar,2012,3795482,https://genius.com/Kendrick-Lamar-Backseat-Freestyle-lyrics
6457,Royals,Lorde,2013,2091024,https://genius.com/Lorde-Royals-lyrics
6458,How Could You Leave Us,NF,2016,511379,https://genius.com/NF-How-Could-You-Leave-Us-lyrics
6459,No Vaseline,Ice Cube,1991,1653007,https://genius.com/Ice-Cube-No-Vaseline-lyrics
6460,Superstition,Stevie Wonder,1972,311561,https://genius.com/Stevie-Wonder-Superstition-lyrics
6461,Taunt,Lovejoy,2021,257969,https://genius.com/Lovejoy-Taunt-lyrics
6462,Gangsta Rap Made Me Do It,Ice Cube,2008,261698,https://genius.com/Ice-Cube-Gangsta-Rap-Made-Me-Do-It-lyrics
6463,Line Without a Hook,Ricky Montgomery,2016,655684,https://genius.com/Ricky-Montgomery-Line-Without-a-Hook-lyrics
6464,Build My Life,Housefires,2016,250980,https://genius.com/Housefires-Build-My-Life-lyrics
6465,Big Iron,Marty Robbins,1959,199195,https://genius.com/Marty-Robbins-Big-Iron-lyrics
6466,Motion Sickness,Phoebe Bridgers,2017,426522,https://genius.com/Phoebe-Bridgers-Motion-Sickness-lyrics
6467,No Longer Slaves,Bethel Music,2015,431469,https://genius.com/Bethel-Music-No-Longer-Slaves-lyrics
6468,A GHETTO CHRISTMAS CAROL,XXXTENTACION,2017,876438,https://genius.com/XXXTENTACION-A-GHETTO-CHRISTMAS-CAROL-lyrics
6469,Foot Fungus,Ski Mask the Slump God,2018,522974,https://genius.com/Ski-Mask-the-Slump-God-Foot-Fungus-lyrics
6470,Blessings,Big Sean,2015,3206060,https://genius.com/Big-Sean-Blessings-lyrics
6471,Drowning,A Boogie wit da Hoodie,2017,2081281,https://genius.com/A-Boogie-wit-da-Hoodie-Drowning-lyrics
6472,Clout,Offset,2019,860164,https://genius.com/Offset-Clout-lyrics
6473,Reforget,Lauv,2015,190204,https://genius.com/Lauv-Reforget-lyrics
6474,Thot Shit,Megan Thee Stallion,2021,733649,https://genius.com/Megan-Thee-Stallion-Thot-Shit-lyrics
6475,RISE,League of Legends,2018,256839,https://genius.com/League-of-Legends-RISE-lyrics
6476,Yesterday,The Beatles,1965,1366010,https://genius.com/The-Beatles-Yesterday-lyrics
6477,White Privilege,Macklemore,2005,236948,https://genius.com/Macklemore-White-Privilege-lyrics
6478,So It Goes...,Taylor Swift,2017,555645,https://genius.com/Taylor-Swift-So-It-Goes-lyrics
6479,Bitches Aint Shit,Dr. Dre,1992,543312,https://genius.com/Dr-Dre-Bitches-Aint-Shit-lyrics
6480,Move Bitch,Ludacris,2001,210307,https://genius.com/Ludacris-Move-Bitch-lyrics
6481,​worlds away,Lil Peep,2016,279165,https://genius.com/Lil-Peep-​worlds-away-lyrics
6482,TLC,Sy Ari da Kid,2015,412614,https://genius.com/Sy-Ari-da-Kid-TLC-lyrics
6483,JENNIE - SOLO English Translation,Genius English Translations,2018,504266,https://genius.com/Genius-English-Translations-JENNIE-SOLO-English-Translation-lyrics
6484,Start wit Me,Roddy Ricch,2019,426065,https://genius.com/Roddy-Ricch-Start-wit-Me-lyrics
6485,See You Again,"Tyler, The Creator",2017,1893992,https://genius.com/Tyler-The-Creator-See-You-Again-lyrics
6486,Suge,DaBaby,2019,887272,https://genius.com/DaBaby-Suge-lyrics
6487,I am not a woman Im a god,Halsey,2021,252425,https://genius.com/Halsey-I-am-not-a-woman-Im-a-god-lyrics
6488,Informer,Snow,1993,861701,https://genius.com/Snow-Informer-lyrics
6489,Soon Youll Get Better,Taylor Swift,2019,490858,https://genius.com/Taylor-Swift-Soon-Youll-Get-Better-lyrics
6490,Its Time,Imagine Dragons,2010,327679,https://genius.com/Imagine-Dragons-Its-Time-lyrics
6491,Said,Nasty C & Runtown,2017,347417,https://genius.com/Nasty-C-Runtown-Said-lyrics
6492,D.R.U.G.S.,Iggy Azalea,2011,213739,https://genius.com/Iggy-Azalea-DRUGS-lyrics
6493,​brutal,Olivia Rodrigo,2021,910305,https://genius.com/Olivia-Rodrigo-​brutal-lyrics
6494,Sgt. Peppers Lonely Hearts Club Band,The Beatles,1967,207210,https://genius.com/The-Beatles-Sgt-Peppers-Lonely-Hearts-Club-Band-lyrics
6495,All of Me,John Legend,2013,4532430,https://genius.com/John-Legend-All-of-Me-lyrics
6496,Because I Had You,Shawn Mendes,2018,191742,https://genius.com/Shawn-Mendes-Because-I-Had-You-lyrics
6497,Trill Luv,PopLord,2015,332068,https://genius.com/PopLord-Trill-Luv-lyrics
6498,Super Bass,Nicki Minaj,2011,1444687,https://genius.com/Nicki-Minaj-Super-Bass-lyrics
6499,Unaccommodating,Eminem,2020,1270964,https://genius.com/Eminem-Unaccommodating-lyrics
6500,You All Over Me Taylors Version From the Vault,Taylor Swift,2021,315580,https://genius.com/Taylor-Swift-You-All-Over-Me-Taylors-Version-From-the-Vault-lyrics
6501,Throat Baby Go Baby Remix,"BRS Kash, DaBaby & City Girls",2021,774355,https://genius.com/BRS-Kash-DaBaby-City-Girls-Throat-Baby-Go-Baby-Remix-lyrics
6502,Saturn,Sleeping At Last,2013,309701,https://genius.com/Sleeping-At-Last-Saturn-lyrics
6503,Dont You Worry Child,Swedish House Mafia,2012,226017,https://genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
6504,Same Old Song,The Weeknd,2011,607671,https://genius.com/The-Weeknd-Same-Old-Song-lyrics
6505,Roadhouse Blues,The Doors,1970,191996,https://genius.com/The-Doors-Roadhouse-Blues-lyrics
6506,Idioteque,Radiohead,2000,253367,https://genius.com/Radiohead-Idioteque-lyrics
6507,Ghost Busters,Trippie Redd & XXXTENTACION,2018,332418,https://genius.com/Trippie-Redd-XXXTENTACION-Ghost-Busters-lyrics
6508,End of the Road,Boyz II Men,1992,346952,https://genius.com/Boyz-II-Men-End-of-the-Road-lyrics
6509,Jesus Christ 2005 God Bless America,The 1975,2020,305299,https://genius.com/The-1975-Jesus-Christ-2005-God-Bless-America-lyrics
6510,Try Me Remix,Montana of 300,2014,197940,https://genius.com/Montana-of-300-Try-Me-Remix-lyrics
6511,Head Above Water,Avril Lavigne,2018,245863,https://genius.com/Avril-Lavigne-Head-Above-Water-lyrics
6512,Jungle,Tash Sultana,2016,508343,https://genius.com/Tash-Sultana-Jungle-lyrics
6513,The Great Gatsby Chapter II,F. Scott Fitzgerald,1925,447610,https://genius.com/F-Scott-Fitzgerald-The-Great-Gatsby-Chapter-II-lyrics
6514,El Mañana,Gorillaz,2005,229538,https://genius.com/Gorillaz-El-Mañana-lyrics
6515,In Cold Blood,alt-J,2017,344521,https://genius.com/altJ-In-Cold-Blood-lyrics
6516,Notion,Tash Sultana,2016,285419,https://genius.com/Tash-Sultana-Notion-lyrics
6517,Take a Bow,Rihanna,2008,269034,https://genius.com/Rihanna-Take-a-Bow-lyrics
6518,New Flesh,Current Joys,2013,209264,https://genius.com/Current-Joys-New-Flesh-lyrics
6519,Close,Nick Jonas,2016,196538,https://genius.com/Nick-Jonas-Close-lyrics
6520,Pyramid Song,Radiohead,2001,196015,https://genius.com/Radiohead-Pyramid-Song-lyrics
6521,Crushing,Sonta,2017,188482,https://genius.com/Sonta-Crushing-lyrics
6522,You Got Me,G-Eazy,2015,354212,https://genius.com/GEazy-You-Got-Me-lyrics
6523,Ooh Aah My Life Be Like,Grits,2002,244670,https://genius.com/Grits-Ooh-Aah-My-Life-Be-Like-lyrics
6524,Devil Like Me,Rainbow Kitten Surprise,2013,310085,https://genius.com/Rainbow-Kitten-Surprise-Devil-Like-Me-lyrics
6525,Fuck Em,Rick Ross,2012,209025,https://genius.com/Rick-Ross-Fuck-Em-lyrics
6526,The Love Club,Lorde,2013,223597,https://genius.com/Lorde-The-Love-Club-lyrics
6527,Run Taylors Version From the Vault,Taylor Swift,2021,206015,https://genius.com/Taylor-Swift-Run-Taylors-Version-From-the-Vault-lyrics
6528,I Do,Jeezy,2012,373502,https://genius.com/Jeezy-I-Do-lyrics
6529,Straight Outta Compton,N.W.A,1988,1625352,https://genius.com/NWA-Straight-Outta-Compton-lyrics
6530,O.K.,Mac Miller,2013,197380,https://genius.com/Mac-Miller-OK-lyrics
6531,Immigrant Song,Led Zeppelin,1970,494355,https://genius.com/Led-Zeppelin-Immigrant-Song-lyrics
6532,A Thousand Times,Ella Mai,2016,207828,https://genius.com/Ella-Mai-A-Thousand-Times-lyrics
6533,Leaves From The Vine Little Soldier Boy,Avatar: The Last Airbender,2006,908469,https://genius.com/Avatar-The-Last-Airbender-Leaves-From-The-Vine-Little-Soldier-Boy-lyrics
6534,Cringe,Matt Maeson,2016,231651,https://genius.com/Matt-Maeson-Cringe-lyrics
6535,Dive,Luke Combs,2018,240722,https://genius.com/Luke-Combs-Dive-lyrics
6536,Red Room,Offset,2018,374369,https://genius.com/Offset-Red-Room-lyrics
6537,KSI Sucks,W2S,2017,286269,https://genius.com/W2S-KSI-Sucks-lyrics
6538,On a Roll,Ashley O,2019,389442,https://genius.com/Ashley-O-On-a-Roll-lyrics
6539,Primetime,JAY-Z & Kanye West,2011,245652,https://genius.com/JAYZ-Kanye-West-Primetime-lyrics
6540,Hopeless Romantic,Wiz Khalifa,2018,355539,https://genius.com/Wiz-Khalifa-Hopeless-Romantic-lyrics
6541,It Aint Me,Kygo & Selena Gomez,2017,2682046,https://genius.com/Kygo-Selena-Gomez-It-Aint-Me-lyrics
6542,Say Amen Saturday Night,Panic! at the Disco,2018,453114,https://genius.com/Panic-at-the-Disco-Say-Amen-Saturday-Night-lyrics
6543,Look Whos Inside Again,Bo Burnham,2021,277812,https://genius.com/Bo-Burnham-Look-Whos-Inside-Again-lyrics
6544,Lolita,Lana Del Rey,2012,327734,https://genius.com/Lana-Del-Rey-Lolita-lyrics
6545,​bloodline,Ariana Grande,2019,964418,https://genius.com/Ariana-Grande-​bloodline-lyrics
6546,Snow Hey Oh,Red Hot Chili Peppers,2006,478956,https://genius.com/Red-Hot-Chili-Peppers-Snow-Hey-Oh-lyrics
6547,Havent Met You Yet,Michael Bubl,2009,200067,https://genius.com/Michael-Bubl-Havent-Met-You-Yet-lyrics
6548,Lets Lurk,67,2016,221971,https://genius.com/67-Lets-Lurk-lyrics
6549,Memories,Maroon 5,2019,1664429,https://genius.com/Maroon-5-Memories-lyrics
6550,Thats My Best Friend,Tokyo Vanity,2015,359438,https://genius.com/Tokyo-Vanity-Thats-My-Best-Friend-lyrics
6551,Crack a Bottle,Eminem,2009,399913,https://genius.com/Eminem-Crack-a-Bottle-lyrics
6552,Good for You,Selena Gomez,2015,700382,https://genius.com/Selena-Gomez-Good-for-You-lyrics
6553,Hello,Original Broadway Cast of The Book of Mormon,2011,362168,https://genius.com/Original-Broadway-Cast-of-The-Book-of-Mormon-Hello-lyrics
6554,Miss It,Yung Bleu,2017,554185,https://genius.com/Yung-Bleu-Miss-It-lyrics
6555,Sober,Demi Lovato,2018,646341,https://genius.com/Demi-Lovato-Sober-lyrics
6556,Suicide Is Painless,Johnny Mandel,1970,237236,https://genius.com/Johnny-Mandel-Suicide-Is-Painless-lyrics
6557,Someday,Milo Manheim & Meg Donnelly,2018,262305,https://genius.com/Milo-Manheim-Meg-Donnelly-Someday-lyrics
6558,Neon Cathedral,Macklemore & Ryan Lewis,2012,288795,https://genius.com/Macklemore-Ryan-Lewis-Neon-Cathedral-lyrics
6559,Mo Money Interlude,J. Cole,2013,320058,https://genius.com/J-Cole-Mo-Money-Interlude-lyrics
6560,OverHeated,Billie Eilish,2021,250238,https://genius.com/Billie-Eilish-OverHeated-lyrics
6561,Drip or Drown,Gunna,2017,367052,https://genius.com/Gunna-Drip-or-Drown-lyrics
6562,Hard Place,H.E.R.,2018,188354,https://genius.com/HER-Hard-Place-lyrics
6563,Johnny B. Goode,Chuck Berry,1958,237389,https://genius.com/Chuck-Berry-Johnny-B-Goode-lyrics
6564,Lost in Your Light,Dua Lipa,2017,188531,https://genius.com/Dua-Lipa-Lost-in-Your-Light-lyrics
6565,​everything i wanted,Billie Eilish,2019,3210364,https://genius.com/Billie-Eilish-​everything-i-wanted-lyrics
6566,Your Shirt,Chelsea Cutler,2017,323076,https://genius.com/Chelsea-Cutler-Your-Shirt-lyrics
6567,Supalonely,BENEE,2019,326275,https://genius.com/BENEE-Supalonely-lyrics
6568,Two Birds One Stone,Drake,2016,1006388,https://genius.com/Drake-Two-Birds-One-Stone-lyrics
6569,M.I.L.F. $,Fergie,2016,287876,https://genius.com/Fergie-MILF-lyrics
6570,Rappin for Jesus,Pastor Jim Colerick,2013,973359,https://genius.com/Pastor-Jim-Colerick-Rappin-for-Jesus-lyrics
6571,Daddys Birthday,Young Thug,2017,222082,https://genius.com/Young-Thug-Daddys-Birthday-lyrics
6572,BRACKETS,J. Cole,2018,574161,https://genius.com/J-Cole-BRACKETS-lyrics
6573,I Love You So,The Walters,2014,509864,https://genius.com/The-Walters-I-Love-You-So-lyrics
6574,Working for the Knife,Mitski,2021,274816,https://genius.com/Mitski-Working-for-the-Knife-lyrics
6575,Kamikaze,Beatrice Garland,2013,236761,https://genius.com/Beatrice-Garland-Kamikaze-lyrics
6576,Time,Pink Floyd,1973,1200627,https://genius.com/Pink-Floyd-Time-lyrics
6577,What Do I Know?,Ed Sheeran,2017,387148,https://genius.com/Ed-Sheeran-What-Do-I-Know-lyrics
6578,Erica Kane,Speaker Knockerz,2014,191467,https://genius.com/Speaker-Knockerz-Erica-Kane-lyrics
6579,BLACKPINK - 아니길 Hope Not English Translation,Genius English Translations,2019,244250,https://genius.com/Genius-English-Translations-BLACKPINK-아니길-Hope-Not-English-Translation-lyrics
6580,Love To Hate Me,BLACKPINK,2020,650567,https://genius.com/BLACKPINK-Love-To-Hate-Me-lyrics
6581,Talk to Me,Run The Jewels,2016,192082,https://genius.com/Run-The-Jewels-Talk-to-Me-lyrics
6582,Lion King on Ice,J. Cole,2020,399616,https://genius.com/J-Cole-Lion-King-on-Ice-lyrics
6583,Headband,B.o.B,2013,827428,https://genius.com/BoB-Headband-lyrics
6584,Hello,Lionel Richie,1983,650988,https://genius.com/Lionel-Richie-Hello-lyrics
6585,Faith,The Weeknd,2020,972866,https://genius.com/The-Weeknd-Faith-lyrics
6586,Malibu Nights,LANY,2018,663770,https://genius.com/LANY-Malibu-Nights-lyrics
6587,Imagine,John Lennon,1971,1488663,https://genius.com/John-Lennon-Imagine-lyrics
6588,Love More,Chris Brown,2013,1130170,https://genius.com/Chris-Brown-Love-More-lyrics
6589,​right here,Lil Peep,2016,634456,https://genius.com/Lil-Peep-​right-here-lyrics
6590,Off My Face,Justin Bieber,2021,255570,https://genius.com/Justin-Bieber-Off-My-Face-lyrics
6591,Ziggy Stardust,David Bowie,1972,223023,https://genius.com/David-Bowie-Ziggy-Stardust-lyrics
6592,Fitzpleasure,alt-J,2012,341904,https://genius.com/altJ-Fitzpleasure-lyrics
6593,Come as You Are,Nirvana,1992,976296,https://genius.com/Nirvana-Come-as-You-Are-lyrics
6594,Waves,Mr. Probz,2013,1089333,https://genius.com/Mr-Probz-Waves-lyrics
6595,Cameras,Drake,2011,1050604,https://genius.com/Drake-Cameras-lyrics
6596,No Long Talk,Drake,2017,728248,https://genius.com/Drake-No-Long-Talk-lyrics
6597,Tell Your Friends,The Weeknd,2015,1476121,https://genius.com/The-Weeknd-Tell-Your-Friends-lyrics
6598,For the First Time in Forever Reprise,Kristen Bell & Idina Menzel,2013,267627,https://genius.com/Kristen-Bell-Idina-Menzel-For-the-First-Time-in-Forever-Reprise-lyrics
6599,Jimmy Iovine,Macklemore & Ryan Lewis,2012,298906,https://genius.com/Macklemore-Ryan-Lewis-Jimmy-Iovine-lyrics
6600,​august,Taylor Swift,2020,1746009,https://genius.com/Taylor-Swift-​august-lyrics
6601,Everything Black,Unlike Pluto,2017,227526,https://genius.com/Unlike-Pluto-Everything-Black-lyrics
6602,A92 Plugged In Freestyle,A92,2020,382994,https://genius.com/A92-A92-Plugged-In-Freestyle-lyrics
6603,Dont Hurt Yourself,Beyonc,2016,928151,https://genius.com/Beyonc-Dont-Hurt-Yourself-lyrics
6604,Be the One,Be the One Lyrics - Dua Lipa,2015,659935,https://genius.com/Be-the-One-Lyrics-Dua-Lipa-Be-the-One-lyrics
6605,Best of Wives and Best of Women,Best of Wives and Best of Women Lyrics - Lin-Manuel Miranda & Phillipa Soo,2015,431364,https://genius.com/Best-of-Wives-and-Best-of-Women-Lyrics-LinManuel-Miranda-Phillipa-Soo-Best-of-Wives-and-Best-of-Women-lyrics
6606,Sex,Cheat Codes & Kris Kross Amsterdam,2016,354143,https://genius.com/Cheat-Codes-Kris-Kross-Amsterdam-Sex-lyrics
6607,PRBLMS,6LACK,2016,2190419,https://genius.com/6LACK-PRBLMS-lyrics
6608,The Heart Part 4,Kendrick Lamar,2017,1706445,https://genius.com/Kendrick-Lamar-The-Heart-Part-4-lyrics
6609,Isis,Joyner Lucas,2019,1368885,https://genius.com/Joyner-Lucas-Isis-lyrics
6610,Lord I Need You,Kanye West,2021,411602,https://genius.com/Kanye-West-Lord-I-Need-You-lyrics
6611,Use Somebody,Kings of Leon,2008,302669,https://genius.com/Kings-of-Leon-Use-Somebody-lyrics
6612,Antarctica,$UICIDEBOY$,2016,1039555,https://genius.com/UICIDEBOY-Antarctica-lyrics
6613,Million,Tink,2015,272906,https://genius.com/Tink-Million-lyrics
6614,Careless Whisper,Wham!,1984,771846,https://genius.com/Wham-Careless-Whisper-lyrics
6615,Girls Born in the 90s,The Weeknd,2015,276131,https://genius.com/The-Weeknd-Girls-Born-in-the-90s-lyrics
6616,SMASH,XXXTENTACION,2018,274262,https://genius.com/XXXTENTACION-SMASH-lyrics
6617,Temporary,A Boogie wit da Hoodie,2014,249023,https://genius.com/A-Boogie-wit-da-Hoodie-Temporary-lyrics
6618,Class Fight,Melanie Martinez,2019,265724,https://genius.com/Melanie-Martinez-Class-Fight-lyrics
6619,We Didnt Start the Fire,Billy Joel,1989,1543365,https://genius.com/Billy-Joel-We-Didnt-Start-the-Fire-lyrics
6620,Face to Face,Rex Orange County,2019,243308,https://genius.com/Rex-Orange-County-Face-to-Face-lyrics
6621,Affirmative Action,Nas,1996,387651,https://genius.com/Nas-Affirmative-Action-lyrics
6622,Who Am I? Sim Simma,Beenie Man,1997,216254,https://genius.com/Beenie-Man-Who-Am-I-Sim-Simma-lyrics
6623,Lit,Bas,2013,364353,https://genius.com/Bas-Lit-lyrics
6624,Strange Love,Strange Love Lyrics - Halsey,2015,208371,https://genius.com/Strange-Love-Lyrics-Halsey-Strange-Love-lyrics
6625,VENGEANCE | VENGEANCE,Denzel Curry,2018,339142,https://genius.com/Denzel-Curry-VENGEANCE-VENGEANCE-lyrics
6626,Love Is Poison,YoungBoy Never Broke Again,2018,588900,https://genius.com/YoungBoy-Never-Broke-Again-Love-Is-Poison-lyrics
6627,Kyoto,Phoebe Bridgers,2020,379582,https://genius.com/Phoebe-Bridgers-Kyoto-lyrics
6628,Thot Box Remix,Hitmaka,2019,271404,https://genius.com/Hitmaka-Thot-Box-Remix-lyrics
6629,Into the Deep Live,Citipointe Worship,2016,194243,https://genius.com/Citipointe-Worship-Into-the-Deep-Live-lyrics
